ID,Label,tweet_length,num_urls,num_qmarks
553009507186393088,comment,139,0,0
553010804069781505,comment,49,0,0
552997646076739585,comment,77,0,0
553008182050947072,comment,51,0,0
553005429492445184,comment,136,0,0
553008784692756480,comment,127,0,0
553023915963191296,comment,138,0,0
553008434627362816,comment,97,0,0
553483711627268096,deny,70,0,0
553481002010419200,comment,131,0,0
553484324549316608,comment,143,0,0
553495937432432640,comment,112,0,1
553482921584381952,comment,128,1,0
553485642894553088,comment,101,1,0
553495625527209985,comment,134,0,0
553490789658271744,comment,81,0,0
553507435286380544,comment,120,0,0
553482535489925120,comment,140,0,0
552792005559189504,comment,124,0,0
552796424266854400,comment,123,0,2
552789147606581248,comment,76,0,0
552790062778548224,comment,116,0,0
552790386092294144,comment,35,0,0
552789720540119040,comment,133,0,0
552794881601859584,comment,102,0,1
552794307632332800,comment,140,0,0
552795498349101057,comment,133,0,0
552795850783854592,comment,98,0,1
552792919325671425,comment,48,0,1
552793839782862848,support,138,0,0
552797099138748416,query,139,0,1
552793167754715136,comment,29,0,0
552845605786378241,comment,104,0,1
552794594115870720,comment,122,0,0
552795656235274240,comment,77,0,0
552802854453641216,comment,135,0,0
552801161128853504,comment,130,1,0
552802165488877568,comment,105,0,1
552796692995907584,comment,138,0,0
552794223263903744,comment,88,0,0
552797821188206592,comment,137,0,0
552789083211460608,comment,119,0,0
552798814344839168,comment,123,0,0
552795971999252481,comment,137,0,0
552790446871945217,comment,47,0,0
553588165408473088,comment,140,0,0
553587250232311810,comment,17,0,0
553591222456291328,support,57,0,0
553757432455770112,comment,94,0,1
553587662658207745,support,140,1,0
553591055783051264,support,89,0,0
553589974369845248,comment,105,0,0
553594257593106432,comment,35,1,0
553590837666656257,comment,58,0,0
553589683402579968,support,140,2,0
553587367983194113,support,31,0,0
553536361786277888,comment,140,1,0
553541692243316737,comment,140,0,1
553536495433580545,support,140,1,0
553551642369753088,comment,140,0,1
553514819085946881,deny,140,0,0
553516393791238145,comment,132,0,0
553820631087988736,comment,36,0,0
553513916572381185,comment,106,0,0
553513642478813184,deny,136,0,0
555631356286234624,deny,106,1,0
553545342055354368,support,139,1,0
553547771127812096,support,136,1,0
553546903842222080,comment,36,0,0
552983715224113152,comment,115,1,0
552992417969082369,support,99,1,0
552990796702814208,comment,98,1,0
552997008483811328,comment,98,1,0
553262052899164161,comment,40,0,0
553228413922967552,comment,27,0,0
553526618720075776,support,32,0,0
553508636505673729,comment,140,0,1
553507679621378049,comment,55,0,0
553507613900820481,comment,58,0,0
553508114436476929,comment,54,0,1
553507495604678658,comment,126,0,2
553507208382930944,comment,87,0,0
553509397063041024,support,36,0,0
553508241981046784,comment,114,0,0
553507283108655104,comment,43,0,0
553522189337890816,comment,61,0,0
553507222324801536,query,113,0,1
553507344932294657,comment,12,0,0
553507133464248320,support,20,0,0
553507538860126211,query,98,0,1
553507937121878016,comment,67,0,0
553507375211364352,comment,39,0,0
553508576422285312,comment,127,1,0
553512763906334722,support,57,0,0
553508438224142336,comment,139,0,0
553507700546367488,comment,43,0,0
553508411178885121,comment,134,1,0
553170581282377729,comment,138,1,0
553220108219609088,support,110,1,0
553195530273456128,comment,65,0,0
553170977061081088,comment,59,0,0
553226339743186944,comment,53,0,0
553196346375954433,query,113,0,1
553178733059002368,comment,72,0,0
553174304016584704,support,140,1,0
553179390176419842,comment,45,0,0
553161717803671552,comment,26,0,0
553171130757173249,comment,140,1,0
553171643091398656,comment,51,0,0
553255878628237313,comment,38,0,0
553153997226663936,comment,39,0,0
553211957302816768,comment,29,0,0
553154805905235968,comment,75,0,0
553171006244663297,query,119,0,1
553171137782620160,comment,139,1,0
553166958397771776,comment,116,0,0
553167053742694400,comment,136,0,0
553188299758911488,comment,115,0,1
553189559149035520,comment,48,0,0
553188194339258368,comment,111,0,0
553166961514127360,comment,56,1,0
553301531340972032,comment,72,0,0
553187846035873793,support,135,1,0
553165585115516928,comment,87,0,0
553165237680353280,comment,24,0,0
553170739592179713,query,65,0,1
553165727231139840,comment,138,0,0
553165669043548160,comment,82,0,0
553506283958333440,comment,113,0,0
553504209635536896,comment,21,0,0
553503409807327232,comment,17,0,0
553507708574244864,support,139,2,0
553504861321703424,comment,138,0,0
553503820425093120,comment,30,0,0
553507716329529344,comment,70,0,0
553504306998300672,comment,32,0,0
553503810073952257,comment,38,0,1
553506057432342528,comment,23,0,0
553505863827079168,comment,128,0,1
553504624830066688,comment,64,0,0
553504854794969088,support,138,2,0
553505371260588032,comment,89,0,1
553503712157904898,deny,109,0,0
553615750175686656,comment,77,0,0
553591259009658881,comment,35,0,0
553592233354870785,query,48,0,1
553615282435289088,comment,49,0,0
553593201756762113,comment,129,2,0
553615536354246656,deny,49,0,0
553590931866521602,comment,127,2,0
553591773537513473,comment,20,0,0
553603571200311296,comment,139,2,0
553591850532347906,query,53,0,1
553591307206422528,comment,51,0,0
553591266316152832,support,137,2,0
553591583623245824,comment,134,2,0
553594057034051584,comment,11,0,0
553591230006067200,comment,19,0,0
553591557325336576,query,10,0,0
553615178492043264,comment,20,0,0
553596117909512192,comment,139,2,0
553590917773656065,comment,13,0,0
553615451549605888,comment,88,0,0
553541618993618945,comment,132,1,0
553539889237884928,comment,84,0,0
553539728067551232,comment,122,1,0
553541672471396352,comment,140,1,0
553540050676219904,comment,126,0,0
553538295855349761,comment,121,1,0
553538987554385920,comment,132,1,0
553538823989493760,comment,121,1,0
553539507786903552,support,119,1,0
553538493738405888,comment,50,1,0
553539141443788800,comment,72,0,1
553541495588802560,comment,121,1,0
553539293076279296,comment,122,1,0
553538279073935360,comment,128,1,0
553539730449924096,comment,126,1,0
553540999465926657,comment,139,1,0
553539762624012288,comment,121,1,0
553538912065712129,comment,37,0,0
553538596938846208,comment,41,0,0
552840094156349440,comment,31,0,0
552827902065385476,comment,128,0,0
552822679712313344,comment,132,1,0
552824008379736064,comment,65,0,0
552840282094727168,comment,103,0,0
552834187426689024,comment,115,0,0
552827345435103234,support,140,1,0
552829975800578048,comment,137,1,0
552822567057510400,comment,39,0,0
552839935280300032,comment,72,0,0
552836806065262594,comment,46,1,0
552840084962443264,comment,51,0,0
552824073244246016,comment,120,0,0
552823713876303872,comment,22,0,0
552857373015289858,comment,129,0,0
553116396469510144,comment,56,0,0
553132986087268352,deny,112,0,2
553111518230106112,comment,119,0,0
553115272031113216,comment,8,0,0
553109367042887680,support,44,1,0
553576829345628160,support,127,1,0
553577135777255424,comment,80,0,0
553577990060539904,comment,97,1,0
553577813056716800,deny,131,1,0
553577850461519872,comment,139,1,0
553579107620237312,support,132,1,0
553578217387614208,comment,131,1,0
553577189837258752,comment,77,0,0
553577721939251201,deny,109,0,2
553576199268876288,comment,26,0,0
553576559085240320,support,106,1,0
553577770983645186,support,93,1,0
552836259283218434,comment,31,0,0
552834026948415488,comment,136,0,0
552842163160367104,comment,130,0,0
552833762174992384,comment,127,0,0
552877204304977921,comment,143,0,0
552851863671169024,comment,16,0,0
552833319747194882,comment,21,0,0
552836882770690049,comment,24,0,0
552833464933052416,comment,35,0,0
552876728326971393,comment,142,0,0
552840222636265472,comment,63,0,1
552835278625177600,comment,130,0,0
552838040503472128,comment,22,0,0
552833887261691905,comment,110,0,0
552833272724852736,comment,133,0,0
552842861209993217,comment,121,2,1
552793142693744640,support,124,1,0
552834504520630274,comment,73,1,0
552793785747660801,support,134,1,0
552793899522355200,comment,122,0,0
552793901866971136,comment,112,1,0
552808923707617282,support,133,1,0
552795124288073729,query,69,0,1
553481000379248640,comment,50,0,0
553468547184467969,comment,140,0,0
553593746865258497,comment,108,0,0
553593105233248257,comment,67,0,0
553588141576454144,comment,101,0,0
553589201347035136,comment,46,0,0
553589804492148736,comment,18,0,0
553596969978179584,comment,38,0,0
553588198577025026,comment,96,0,0
553588238867517441,comment,84,0,0
553597910504714240,comment,75,0,0
553590107807428608,support,80,0,0
553589615379374080,comment,95,0,0
553588033313046528,comment,87,0,0
553587884263874561,comment,46,0,0
553595330009518080,comment,128,0,0
553587974680875008,query,44,0,0
553595514739253248,comment,140,0,0
553592819622092800,comment,53,0,0
553592680866152449,comment,59,0,0
553594432743018496,comment,108,0,0
553589786775412737,comment,81,0,0
553596198956056576,comment,136,0,0
553588931707822080,comment,85,0,0
552839062483369984,comment,60,0,0
552838782710321152,comment,96,0,0
552839226317094912,comment,134,0,0
552839829726060544,comment,144,1,0
552840158329200640,comment,52,0,0
552837806574170113,comment,40,0,0
552842578539073537,comment,34,0,0
552852233901965313,comment,111,0,0
552837389870448640,support,143,1,0
553504117230800896,deny,34,0,0
553467937575952384,query,137,0,1
553463231386497024,query,42,0,0
553462961365581824,comment,132,0,0
553463489209978880,support,97,1,0
553464272043638785,comment,36,1,0
553514398871216128,comment,87,0,0
553496340580556800,comment,9,0,0
553462405800288256,comment,59,0,0
553503688946225152,comment,122,1,0
554412391279374336,comment,9,0,0
553535342049902592,comment,9,0,0
554282491549196289,comment,9,0,0
553469592488931328,support,59,1,0
553471188530249730,comment,42,0,0
552831971370344449,comment,136,0,0
552817849845436416,deny,49,0,0
552817939196678144,comment,101,0,0
552830099046035456,comment,55,0,0
553535185695043584,query,124,0,1
553532010447527936,comment,131,0,0
553542100143591426,comment,92,0,0
553532938508587008,query,108,0,1
553531601838432257,comment,63,0,0
553533391216582656,comment,140,0,0
554247300738854912,support,35,0,0
553538891228385280,comment,80,0,0
553535680979427328,comment,121,0,1
553532431517876225,comment,99,0,0
553535295111847936,query,58,0,1
553531861885259776,comment,63,0,0
552812526434385921,comment,130,0,0
552818696864157697,support,96,0,0
552812548366798848,support,115,2,0
552813563283509248,deny,94,0,0
552811563917123584,support,84,0,0
552814818986844160,comment,40,1,0
552814805456027648,comment,129,2,0
552813020465074176,comment,70,0,0
552822921698500608,comment,141,0,0
552812365692289025,deny,140,0,0
552836538875531265,support,13,0,0
552812376375164928,comment,137,2,0
552813011338285056,support,140,2,0
552813075133636608,comment,121,0,1
552811649602961408,comment,137,0,0
552812482406780928,comment,139,0,0
552812767132934144,comment,108,0,0
552979530923925504,support,131,1,0
552979232515948546,comment,39,1,0
553490069609136128,comment,122,0,0
553489471413714944,comment,124,1,0
553503751609143296,support,126,1,0
553491367159017472,comment,93,0,0
553490522523070464,support,62,1,0
553489581035622401,comment,93,1,0
553489533526765568,comment,28,1,0
553490860369653761,comment,129,0,7
553580837477056514,support,138,1,0
553583385005006850,comment,140,0,0
553575800122118144,support,55,1,0
553578353349758976,comment,80,0,0
553578126320861184,comment,93,0,0
553582539034464256,deny,134,0,1
553576578933075968,comment,42,0,0
553579370468474880,comment,87,0,0
552814927829016577,comment,94,0,0
552818286803443713,comment,140,0,0
552821574298918913,deny,47,0,0
552824657028874241,comment,11,0,0
552817606194135041,support,116,1,0
552815415949557760,support,33,0,0
552814812363620352,comment,118,1,0
552816420074291200,support,140,1,0
552816523593916416,support,84,2,0
552821795628531715,comment,127,1,0
553566995984437248,comment,43,0,0
553568642965979136,comment,40,0,0
553566385105027072,comment,54,0,0
553566368952377344,query,118,0,2
553570156438638592,comment,45,0,0
553568091980824576,comment,140,0,0
553567740104286209,support,83,0,0
553566115969105920,support,28,0,0
553566214174556160,support,98,0,0
553567072114839553,comment,27,0,0
553567980354031616,support,54,0,0
552846396106502144,comment,132,2,0
552806033585090560,comment,112,0,0
552808630022840320,query,45,0,0
552803445711708160,support,135,2,0
552804023389392896,comment,68,0,0
552804298870910977,support,144,2,0
552804602702475265,comment,24,0,0
552792048173334528,comment,24,0,0
552792212056993792,support,5,0,0
552791567401238529,deny,13,0,0
552791830476386306,comment,69,0,1
552792656552939523,support,136,0,0
552794765331144705,comment,117,0,0
552793325733183488,comment,97,0,0
552793021256056833,comment,108,0,0
552795629768814592,support,125,0,0
552792564554678272,deny,136,1,0
552792980658987009,support,139,1,0
552792555944153088,deny,46,0,0
552925665293778945,comment,31,0,0
552792055122886656,deny,15,0,0
552796152295219200,support,69,0,1
552792023078825984,support,16,0,0
552795069691232258,comment,79,0,0
552791516360765440,comment,19,0,0
552826438798172160,comment,33,0,0
552792955052761088,comment,133,0,0
552794023258099713,comment,41,0,0
552794111447941121,support,119,0,0
553539103879200769,comment,90,0,0
553535415073132544,comment,44,0,0
553535581586993152,support,108,0,1
553535440821575682,comment,118,0,0
553535353790152705,query,27,0,0
553505379079159808,comment,81,0,0
553513937246097408,comment,60,0,0
553506555250106368,comment,131,1,0
553506956686532608,comment,138,1,0
553824308959928320,comment,8,0,0
553511231735099392,support,144,0,0
553508940634673152,comment,64,0,1
553620764516429825,comment,23,0,0
553703181440786435,query,48,0,1
553689869810409473,comment,75,0,0
553516610275655680,comment,126,0,0
553509339701727233,comment,90,0,0
553507669831876608,comment,57,0,0
553693040649334785,comment,104,0,0
553562091769327618,comment,115,0,0
553558040385814528,comment,124,0,0
553564055017771008,comment,133,0,0
553556756857884673,comment,119,0,0
553559660897521665,comment,96,0,0
553560752368263168,comment,139,0,1
553556096221470720,comment,59,0,0
553554927004680192,query,104,0,1
553556231814909955,comment,78,0,0
553561969085923328,comment,137,0,0
553555901949685760,comment,47,0,0
553558438790565888,comment,133,0,0
553559533541277697,comment,56,0,0
553561016995684352,comment,64,0,0
553559059324874753,comment,129,0,0
553556371275542530,comment,96,0,1
553553567681097729,comment,84,0,0
553564408648323072,comment,114,0,0
553563865175183363,comment,133,0,0
553556691522838529,query,130,0,2
553560502043811842,comment,138,0,2
553587395942420480,support,114,0,0
553587586241794050,support,85,0,0
553587882741747713,comment,76,0,0
553587422445846529,support,109,0,0
553587794686513153,comment,28,0,0
553587609759666177,comment,123,0,0
553587741720854528,query,138,0,0
553587387889373186,deny,104,0,0
553647665695956992,deny,13,0,0
553588971864084481,comment,64,0,0
553587377835614209,comment,109,0,0
553588653562150912,comment,38,0,0
553587589417304065,comment,4,0,0
553587160088338432,support,94,0,0
553588737750605825,comment,53,0,0
553589785202544640,comment,122,1,0
553596772401299456,support,115,1,0
553589181436284930,comment,125,1,0
553590068271529985,comment,138,1,0
553589370721013760,comment,115,1,0
553589976416260096,comment,115,1,0
553602592828563456,support,9,0,0
552810626503176192,support,44,0,0
552811541884858368,comment,63,0,1
552811357889134592,comment,98,0,0
552813350745153536,comment,15,0,0
552811835057909761,support,135,0,0
552814012791279617,comment,15,0,0
552811928188645376,support,114,1,0
552813534334038017,comment,68,0,0
552817687257415681,comment,131,0,0
552814682839326720,comment,104,0,0
552810702990475265,support,21,0,0
552811887684251648,comment,24,0,0
552811730204499969,comment,25,0,0
552811591683821568,comment,45,1,0
552811450226733058,comment,122,0,0
552812469958111232,deny,137,0,0
552812627378724864,comment,139,0,0
552811198543331328,deny,73,0,0
553592018270978049,support,140,1,0
553591453675696129,support,121,1,0
553591653404270592,support,117,1,0
553591555479461888,support,115,1,0
553591990856986624,comment,69,0,0
553590957317566466,support,115,1,0
553591626485215232,support,115,1,0
553591098074226688,support,126,1,0
553591570680004608,support,134,1,0
553591179078410240,support,120,1,0
553590965307707393,support,117,1,0
553590974044069888,deny,115,1,0
553591134807920640,support,120,1,0
553591766893727744,support,123,1,0
553591360327282689,support,137,1,0
553590917316505600,support,116,1,0
553590836588740609,support,124,1,0
553590981967511553,support,115,1,0
553541311484014592,support,130,0,0
553540518853242880,comment,119,0,0
553555326125895680,comment,138,0,0
553542207731662850,comment,82,0,0
553541660408545280,comment,117,0,0
553540761632120832,comment,103,0,0
553521549395771392,comment,65,0,0
553509546602553344,comment,106,0,2
553573926786580480,deny,85,0,0
553538031513530368,comment,65,0,0
553542076999409664,comment,62,0,0
553511652587360256,support,68,1,0
553551811282751488,comment,53,0,0
553524499803815937,support,84,0,1
553509365081456640,comment,32,0,0
553538244923883520,comment,126,0,0
553513832971513856,comment,55,0,0
553518690872745985,comment,114,0,0
553580075082203136,comment,35,0,0
553599279097733120,comment,58,0,0
553586766419329024,comment,143,0,0
553585181517701120,comment,143,0,0
553584047189159937,comment,67,0,0
553580917898231808,comment,61,0,0
553580255647399936,comment,107,0,0
553585746754682880,support,138,2,0
553588188648714240,comment,40,0,0
553580063586000896,comment,138,0,0
553587865351753730,comment,100,0,0
553588028925804544,comment,142,0,0
553582297551998976,comment,22,0,0
553579820563849218,comment,58,0,0
553585548204720128,comment,86,0,0
553587243085209602,support,83,0,0
553587353437356032,comment,132,0,0
553580540662910976,comment,75,0,0
553580571985580032,comment,110,0,0
553585472145211392,comment,53,0,0
553579540602429440,query,99,0,1
553587585126117376,comment,73,0,0
553579500139589632,deny,50,0,0
553587104656404481,comment,141,0,0
552813608694857730,comment,128,1,0
552817422366154752,comment,124,0,0
552827794976022528,comment,77,0,0
552808639283486722,comment,138,0,0
552808399885185024,support,41,0,0
552814267020636160,comment,140,0,0
552807638233120769,comment,48,0,0
553224135334051840,comment,132,0,0
552812220438945793,comment,129,0,0
552811152456318976,comment,111,0,0
553226523650437120,comment,131,0,0
552812983370268672,comment,123,0,1
553219824059310080,comment,129,0,1
552807952315207680,comment,75,0,0
552807393453547522,comment,45,0,0
552808046938697729,comment,31,0,0
552808549349199872,comment,30,0,0
553225926436089856,deny,95,0,0
552811900686176257,comment,112,0,0
552808156468768769,comment,113,0,0
552808138831708160,comment,78,0,0
552811106046324736,comment,140,0,1
552808280074878979,comment,131,0,0
552808387415900160,comment,135,0,2
552812425758912512,deny,98,0,0
552812407064899585,comment,99,0,1
552809081233080320,support,133,0,0
552806767625641984,support,143,2,0
552810655657787392,comment,106,0,0
552806751746396160,support,141,2,0
552808821434089472,comment,78,0,0
552814555764506624,comment,77,0,0
553221961740857344,comment,80,0,1
552812099294863362,comment,50,0,0
552808109551263744,comment,117,0,0
552814637696450560,comment,128,0,0
552806614973960192,support,47,0,0
552814686149017600,comment,50,0,0
553552100417110017,comment,40,0,0
553565149790224387,comment,138,0,0
553555725084270593,comment,97,0,0
553552625724301314,support,75,0,0
553559162018611201,query,81,0,1
553553754424115200,comment,136,0,0
553553247953514496,query,138,0,1
553552036915335169,comment,59,0,0
553562623200210944,query,134,0,0
553561410920521729,query,120,0,2
553554289835376643,deny,131,0,0
553553255255781376,query,103,0,0
553551840428949504,comment,98,0,0
553559527216656385,query,93,0,1
553552287889494017,support,93,1,0
553554620229115905,comment,139,0,0
553552395704082432,comment,42,0,0
553549149787140096,comment,75,0,0
553550408346779648,comment,137,0,0
553560292635189248,comment,140,0,0
553555066754695168,query,135,0,0
553544770430464000,support,104,0,0
553550815940837376,query,56,0,1
553544356700094464,comment,100,0,1
553548731690520576,comment,118,0,0
553549440263675904,support,143,0,0
553548306383912960,support,129,0,0
553543653424386049,support,66,0,0
553548128138584065,comment,125,0,1
553543671308886016,comment,138,0,0
553545251651342337,comment,89,0,1
553548166629691392,comment,111,0,0
553549946738446336,query,108,0,0
553553099470946304,comment,76,0,0
553552954297692160,comment,55,0,0
553547724860456961,comment,16,0,0
553548084656214016,query,116,0,0
553551580801536000,query,137,0,0
552792351413133312,comment,129,1,0
552796307627470848,comment,24,0,0
552795016725532672,comment,127,1,0
552795898196291584,comment,136,1,0
552791675379400705,comment,122,0,0
552795831599120384,comment,139,1,0
552818611015131136,deny,41,0,0
552792826216329217,comment,135,1,0
552825507340091392,comment,139,0,0
552796077561094144,comment,39,0,0
552792030225920000,comment,96,0,0
552794374950887425,comment,127,1,0
552793048510648320,comment,60,0,0
552810884314443776,comment,133,1,0
552824748879925248,comment,135,0,1
552797785427558401,support,140,1,0
552826072237346817,comment,144,0,0
552808830598262785,comment,138,1,0
552795888134144001,comment,20,0,0
552822387448631296,comment,84,0,0
552796638436397056,comment,112,0,0
552801740652036096,comment,94,0,0
552800063756709888,comment,108,0,0
552802770873761793,comment,65,0,0
552796679322492928,comment,133,0,1
552796934134845440,comment,140,0,0
552800628012224512,comment,138,0,0
552798644244860928,comment,136,0,1
552798473389867009,comment,144,0,0
552794951487352832,support,132,2,0
552796160101220352,comment,93,0,0
553170260791427072,comment,132,0,0
553237817086967809,comment,29,0,0
553183053523476480,comment,47,0,0
553175352366100482,comment,81,0,0
553169488104140801,support,122,0,0
553167760579379201,comment,39,0,0
553227312976908289,comment,88,0,1
553183997090889730,comment,61,0,0
553179653238964225,comment,40,0,0
553160945657462785,support,104,0,0
553161275904376832,deny,140,2,0
553551676700098561,query,18,0,1
553550508565479425,support,29,0,0
553551446164402176,support,139,0,0
553550610675818496,support,137,0,0
553550971167834113,comment,81,0,0
553551887270547459,query,115,0,1
553552452054556672,comment,118,0,0
553550497852821504,support,110,1,0
553550697128796161,comment,47,0,0
553551949745119233,support,122,0,1
553471272353402880,comment,56,0,0
553473556345290752,query,82,0,1
553471490734039040,comment,65,0,0
553474160530587648,query,50,0,6
553472346838007810,comment,75,0,0
553091815218237440,comment,29,0,0
552989544589430784,deny,131,1,0
553588358044483584,comment,107,1,0
553589955029512192,comment,35,0,0
553589038196981760,query,93,0,1
553590627343302657,comment,117,0,1
553591897458237440,comment,139,0,0
553588570368532480,comment,78,0,0
553588869409832960,comment,99,0,0
553589124125323264,support,21,0,0
553593015416008704,support,31,0,0
553588472330452992,comment,137,1,0
552805557896482816,comment,97,1,0
552806259767123968,comment,80,0,0
552816964436230144,comment,135,0,1
552798917541511169,comment,57,0,0
552795993553764354,comment,64,0,2
552808594228670465,comment,101,0,2
552806489363337217,query,95,0,0
552792742842363905,comment,21,0,0
552806438629048320,comment,80,0,1
552805909425307648,comment,75,0,0
552805237510385664,comment,75,0,0
552800910670569472,comment,140,0,0
552806661149425664,comment,80,0,0
552798994456674304,comment,95,0,1
552805439474515968,query,98,0,1
552806009157464064,comment,123,0,0
552794125167493120,comment,139,1,0
553214228488667136,comment,45,0,0
553217937117831168,comment,105,0,0
553232132269953024,comment,98,0,0
553213078889062401,comment,55,0,0
553214496567590914,comment,136,0,0
553214220364685313,comment,60,0,0
553213579672178689,query,68,1,0
552811728447078400,comment,138,0,0
552813949427544064,comment,126,0,2
552806943392145408,comment,116,0,0
552848557766873090,comment,130,0,0
552806494283251712,comment,139,0,0
552805987053490179,comment,133,0,0
552816386154590208,comment,140,0,0
552819494372921346,comment,110,0,0
552844861322592256,comment,49,0,0
553121495791464448,deny,139,0,0
552819482435932160,comment,139,0,0
552848069629575168,comment,136,0,0
552816383185010688,comment,98,0,0
552812435321536512,comment,144,0,0
552808456894169089,comment,135,0,1
552818667293904898,deny,130,0,0
552816726144864258,comment,126,0,0
552816942193467396,comment,105,0,0
552817607452016640,comment,115,0,0
552805699349016577,comment,137,0,0
552812255805325313,comment,140,0,0
552805847777415168,support,131,1,0
552805838323478528,comment,116,0,0
552816072902979584,comment,137,0,0
552820213129809921,comment,100,0,0
552816281737363458,deny,140,0,0
552806438440292352,comment,19,0,0
552814516262555648,deny,138,0,0
552818958533816321,comment,133,0,0
552851362808360960,comment,131,0,0
552818327521734657,comment,118,0,0
552814935688740867,comment,135,0,0
552816676249403393,comment,73,0,1
552810175049244672,comment,127,0,0
552807834078171136,comment,139,0,0
552815524741001217,comment,139,0,0
552812476019269632,comment,144,0,0
552809852834418688,comment,84,0,0
552822741250736128,support,79,0,0
552816766414381057,comment,95,0,0
552813327018385408,deny,140,0,0
552900577697751041,comment,108,0,0
552816063369326592,comment,92,0,0
552819783675432960,comment,140,0,0
552817834628501505,comment,107,0,0
552900298516484098,comment,62,0,0
552809757225287681,comment,95,0,0
552811993145835520,comment,79,0,0
552845552770351105,comment,98,0,0
552807670710038528,comment,66,0,0
552817735160176641,comment,140,0,0
552814605115064323,deny,140,0,0
552808195710664704,comment,125,0,0
552806469217681409,comment,139,0,0
552816366101614592,comment,117,0,0
552815787484778497,comment,122,0,1
552818473806491650,comment,65,0,0
552819966006001664,deny,93,0,0
552851028287422464,comment,138,0,0
552815897425891328,comment,131,0,0
552815133299187712,comment,134,0,0
552807385496973312,comment,139,0,0
552819928315617281,deny,138,0,0
552819812435369987,comment,135,0,0
552808637719408641,comment,69,0,0
552815468252127232,comment,90,0,2
552814843288223744,comment,128,0,0
552807316031287296,comment,140,0,0
552819015282737153,comment,142,0,0
552811444119797761,comment,60,0,0
552810267772334080,comment,132,0,0
552815313394229253,comment,134,0,0
552820677338595328,comment,133,0,0
552817984524152832,comment,137,0,0
552817149673082882,comment,127,0,0
552819213165801472,deny,97,0,0
553556666969763841,deny,125,0,0
552818721874378752,comment,119,0,0
552807494545076225,comment,143,0,0
552818300124545025,comment,93,0,1
552807055275220996,comment,46,0,0
552806316855799808,comment,128,0,0
552808282440859648,comment,140,0,0
552817356779433984,comment,148,0,0
552816583614013440,comment,110,0,0
552810426422267904,comment,101,0,0
552817506964873216,comment,134,0,0
552812691509616642,comment,138,0,0
552817983572017153,comment,138,0,0
552816957439741952,comment,133,0,0
552814354588909569,comment,139,0,0
552813227793321984,comment,134,0,0
552792862610694144,query,88,0,1
552786226546495488,deny,96,0,1
552789345628069888,comment,66,0,0
552943855021330432,comment,139,0,0
552785374507175936,comment,134,0,0
553203187533230080,comment,48,1,0
553213293964562434,comment,135,1,0
553217526646439936,comment,107,0,0
553201111159824384,support,41,0,0
553212936995762176,comment,42,0,0
553199418032521216,support,52,0,0
553213552337891328,comment,36,0,0
553201660953366528,support,49,0,0
553198239399157761,comment,140,2,0
553210433570881536,comment,134,0,1
553203171674181634,query,90,1,1
553198499891007488,comment,123,0,0
553202633377599488,comment,140,0,0
553211195881426944,comment,138,0,0
553203935088214017,comment,73,0,0
553203833921613824,comment,43,0,0
553204674766331904,comment,95,0,0
553203804628598784,comment,42,0,0
553199058849103872,comment,84,1,1
553891758271369216,support,46,0,0
553199853820723201,comment,39,0,0
553205437043326976,comment,61,0,1
553201889685553153,support,35,1,0
